,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source,year
353,The Millionaire Detective - Balance: UNLIMITED,"Action, Comedy, Mystery, Sci-Fi",CloverWorks,11,2020-04-01,Tv,74.0,AniList,2020.0
354,Miss Kobayashi's Dragon Maid S,"Comedy, Fantasy, Slice of Life",Kyoto Animation,12,2021-07-01,Tv,81.0,AniList,2021.0
355,Nisekoi:,"Comedy, Romance, Slice of Life",Shaft,12,2015-04-01,Tv,71.0,AniList,2015.0
356,Little Witch Academia (TV),"Comedy, Fantasy",TRIGGER,25,2017-01-01,Tv,77.0,AniList,2017.0
357,takt op.Destiny,"Action, Fantasy, Music",Bandai Namco Arts,12,2021-10-01,Tv,69.0,AniList,2021.0
358,GTO: Great Teacher Onizuka,"Comedy, Drama, Slice of Life",Studio Pierrot,43,1999-06-01,Tv,84.0,AniList,1999.0
360,Haganai,"Comedy, Ecchi, Romance, Slice of Life",Funimation,12,2011-10-01,Tv,68.0,AniList,2011.0
362,BTOOOM!,"Action, Psychological, Sci-Fi",MADHOUSE,12,2012-10-01,Tv,68.0,AniList,2012.0
363,Amagi Brilliant Park,"Comedy, Fantasy",Kyoto Animation,13,2014-10-01,Tv,72.0,AniList,2014.0
365,Berserk,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",OLM,25,1997-10-01,Tv,84.0,AniList,1997.0
366,Trigun,"Action, Adventure, Comedy, Drama, Sci-Fi",MADHOUSE,26,1998-04-01,Tv,80.0,AniList,1998.0
367,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,12,2024-04-01,Tv,83.0,AniList,2024.0
368,Overlord IV,"Action, Adventure, Fantasy",MADHOUSE,13,2022-07-01,Tv,80.0,AniList,2022.0
369,Akudama Drive,"Action, Drama, Sci-Fi, Thriller",Studio Pierrot,12,2020-10-01,Tv,75.0,AniList,2020.0
370,SAKAMOTO DAYS,"Action, Comedy",TMS Entertainment,11,2025-01-01,Ona,76.0,AniList,2025.0
371,Mieruko-chan,"Comedy, Horror, Slice of Life, Supernatural",Passione,12,2021-10-01,Tv,72.0,AniList,2021.0
372,Kuroko's Basketball 3,"Comedy, Sports",Production I.G,25,2015-01-01,Tv,81.0,AniList,2015.0
373,Komi Can't Communicate Part 2,"Comedy, Romance, Slice of Life",Shogakukan-Shueisha Productions,12,2022-04-01,Tv,79.0,AniList,2022.0
374,Land of the Lustrous,"Action, Drama, Fantasy, Mystery, Psychological",Orange,12,2017-10-01,Tv,83.0,AniList,2017.0
375,The Eminence in Shadow Season 2,"Action, Comedy, Fantasy",KADOKAWA,12,2023-10-01,Tv,82.0,AniList,2023.0
376,Kamisama Kiss,"Comedy, Fantasy, Romance, Supernatural",TV Tokyo,13,2012-10-01,Tv,80.0,AniList,2012.0
378,The Testament of Sister New Devil,"Action, Ecchi, Fantasy, Romance",Production IMS,12,2015-01-01,Tv,63.0,AniList,2015.0
379,ZOMBIE LAND SAGA,"Comedy, Music, Supernatural",MAPPA,12,2018-10-01,Tv,74.0,AniList,2018.0
380,In/Spectre,"Comedy, Mystery, Romance, Supernatural",Brain's Base,12,2020-01-01,Tv,68.0,AniList,2020.0
381,Tsukigakirei,"Drama, Romance, Slice of Life",feel.,12,2017-04-01,Tv,78.0,AniList,2017.0
382,Yu Yu Hakusho: Ghostfiles,"Action, Adventure, Comedy, Supernatural",Studio Pierrot,112,1992-10-01,Tv,82.0,AniList,1992.0
383,A Certain Scientific Railgun,"Action, Fantasy, Sci-Fi",J.C.STAFF,24,2009-10-01,Tv,75.0,AniList,2009.0
384,KONOSUBA -God's blessing on this wonderful world! 3,"Action, Adventure, Comedy, Ecchi, Fantasy",Drive,11,2024-04-01,Tv,82.0,AniList,2024.0
385,The Way of the Househusband,"Comedy, Slice of Life",J.C.STAFF,5,2021-04-01,Ona,71.0,AniList,2021.0
386,My Love Story!!,"Comedy, Romance",MADHOUSE,24,2015-04-01,Tv,77.0,AniList,2015.0
387,"Say ""I love you"".","Drama, Romance",Starchild Records,13,2012-10-01,Tv,71.0,AniList,2012.0
388,The Asterisk War,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",A-1 Pictures,12,2015-10-01,Tv,65.0,AniList,2015.0
389,Barakamon,Slice of Life,Kinema Citrus,12,2014-07-01,Tv,82.0,AniList,2014.0
390,Link Click,"Drama, Mystery, Supernatural, Thriller",BeDream,11,2021-04-01,Ona,86.0,AniList,2021.0
391,Nekomonogatari Black,"Drama, Mystery, Psychological, Romance, Supernatural",Shaft,4,2012-12-01,Tv,77.0,AniList,2012.0
392,The Devil is a Part-Timer! Season 2,"Comedy, Fantasy, Romance, Slice of Life",Studio 3Hz,12,2022-07-01,Tv,66.0,AniList,2022.0
393,The Familiar of Zero,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,13,2006-07-01,Tv,68.0,AniList,2006.0
394,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!","Comedy, Slice of Life",Square Enix,12,2013-07-01,Tv,67.0,AniList,2013.0
395,Classroom of the Elite Season 3,"Drama, Psychological",KADOKAWA,13,2024-01-01,Tv,79.0,AniList,2024.0
396,WIND BREAKER,"Action, Comedy, Drama",CloverWorks,13,2024-04-01,Tv,78.0,AniList,2024.0
397,Welcome to Demon School! Iruma-kun,"Comedy, Fantasy",Bandai Namco Pictures,23,2019-10-01,Tv,77.0,AniList,2019.0
398,Alya Sometimes Hides Her Feelings in Russian,"Comedy, Romance, Slice of Life",KADOKAWA,12,2024-07-01,Tv,75.0,AniList,2024.0
399,MASHLE: MAGIC AND MUSCLES Season 2,"Action, Comedy, Fantasy",A-1 Pictures,12,2024-01-01,Tv,78.0,AniList,2024.0
400,HINAMATSURI,"Comedy, Sci-Fi, Slice of Life, Supernatural",feel.,12,2018-04-01,Tv,80.0,AniList,2018.0
401,Moriarty the Patriot,"Drama, Mystery, Psychological",Production I.G,11,2020-10-01,Tv,80.0,AniList,2020.0
402,Sound! Euphonium,"Drama, Music, Slice of Life",Kyoto Animation,13,2015-04-01,Tv,80.0,AniList,2015.0
403,Attack on Titan: No Regrets,"Action, Drama, Fantasy",Production I.G,2,2014-12-01,Ova,82.0,AniList,2014.0
404,Blue Period,"Drama, Slice of Life",Seven Arcs,12,2021-09-01,Ona,77.0,AniList,2021.0
405,Tomo-chan Is a Girl!,"Comedy, Romance, Slice of Life",Lay-duce,13,2023-01-01,Tv,77.0,AniList,2023.0
406,Ergo Proxy,"Adventure, Mystery, Psychological, Sci-Fi",NBCUniversal Entertainment Japan,23,2006-02-01,Tv,76.0,AniList,2006.0
407,Oreimo,"Comedy, Slice of Life",Aniplex,12,2010-10-01,Tv,65.0,AniList,2010.0
408,That Time I Got Reincarnated as a Slime Season 3,"Action, Adventure, Comedy, Fantasy",8-bit,24,2024-04-01,Tv,77.0,AniList,2024.0
409,Food Wars! The Fifth Plate,"Comedy, Drama, Ecchi",J.C.STAFF,13,2020-04-01,Tv,71.0,AniList,2020.0
410,Gleipnir,"Action, Ecchi, Mystery, Supernatural",PINE JAM,13,2020-04-01,Tv,66.0,AniList,2020.0
412,The Tatami Galaxy,"Comedy, Mystery, Psychological, Romance",MADHOUSE,11,2010-04-01,Tv,85.0,AniList,2010.0
413,TSUKIMICHI -Moonlit Fantasy-,"Action, Adventure, Comedy, Fantasy",C2C,12,2021-07-01,Tv,76.0,AniList,2021.0
414,Asobi Asobase - workshop of fun -,"Comedy, Slice of Life",Lerche,12,2018-07-01,Tv,79.0,AniList,2018.0
415,Oshi no Ko Season 2,"Drama, Mystery, Psychological, Supernatural",KADOKAWA,13,2024-07-01,Tv,85.0,AniList,2024.0
416,In Another World With My Smartphone,"Adventure, Comedy, Fantasy, Romance",Ashi Productions,12,2017-07-01,Tv,57.0,AniList,2017.0
417,Shangri-La Frontier,"Action, Adventure, Comedy, Fantasy, Sci-Fi",C2C,25,2023-10-01,Tv,80.0,AniList,2023.0
418,Tomodachi Game,"Drama, Mystery, Psychological, Thriller",Okuruto Noboru,12,2022-04-01,Ona,76.0,AniList,2022.0
419,Date A Live II,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",AIC Plus+,10,2014-04-01,Tv,69.0,AniList,2014.0
421,Wandering Witch: The Journey of Elaina,"Adventure, Fantasy, Slice of Life",C2C,12,2020-10-01,Tv,74.0,AniList,2020.0
422,Redo of Healer,"Action, Adventure, Ecchi, Fantasy",TNK,12,2021-01-01,Tv,57.0,AniList,2021.0
423,The Fruit of Grisaia,"Drama, Ecchi, Psychological, Romance",8-bit,13,2014-10-01,Tv,71.0,AniList,2014.0
426,Made in Abyss: The Golden City of the Scorching Sun,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",KADOKAWA,12,2022-07-01,Tv,85.0,AniList,2022.0
427,My Next Life as a Villainess: All Routes Lead to Doom!,"Comedy, Fantasy, Romance, Slice of Life",SILVER LINK.,12,2020-04-01,Tv,73.0,AniList,2020.0
428,Citrus,"Drama, Romance",Passione,12,2018-01-01,Tv,60.0,AniList,2018.0
429,Uzaki-chan Wants to Hang Out!,"Comedy, Ecchi, Romance, Slice of Life",ENGI,12,2020-07-01,Tv,67.0,AniList,2020.0
430,Re:ZERO -Starting Life in Another World- Season 3,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",KADOKAWA,16,2024-10-01,Tv,84.0,AniList,2024.0
