,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source,year
2169,Dragon Ball Z: Bardock – The Father of Goku,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-10-01,Special,73.0,AniList,1990.0
2177,Non Non Biyori Vacation,"Comedy, Slice of Life",SILVER LINK.,1,2018-08-01,Movie,81.0,AniList,2018.0
2178,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario? -Bath God Forever-,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,1,2021-04-01,Ova,67.0,AniList,2021.0
2181,Teasing Master Takagi-san: The Movie,"Comedy, Romance, Slice of Life",Shin-Ei Animation,1,2022-06-01,Movie,84.0,AniList,2022.0
2183,Fate/Grand Order Absolute Demonic Front: Babylonia - Initium Iter,"Action, Fantasy, Supernatural",CloverWorks,1,2019-08-01,Special,70.0,AniList,2019.0
2184,Hajime no Ippo: The Fighting! - Mashiba vs Kimura,"Comedy, Sports",MADHOUSE,1,2003-09-01,Ova,81.0,AniList,2003.0
2185,Yuri on Ice Side Story: Welcome to The Madness,"Music, Sports",MAPPA,1,2017-05-01,Special,78.0,AniList,2017.0
2186,High Speed! -Free! Starting Days-,"Comedy, Drama, Slice of Life, Sports",Kyoto Animation,1,2015-12-01,Movie,77.0,AniList,2015.0
2191,Dragon Ball Z: The History of Trunks,"Action, Adventure, Drama",Toei Animation,1,1993-02-01,Special,76.0,AniList,1993.0
2192,Heaven's Lost Property the Movie: The Angeloid of Clockwork,"Comedy, Drama, Ecchi, Romance, Sci-Fi",AIC A.S.T.A.,1,2011-06-01,Movie,71.0,AniList,2011.0
2198,The World God Only Knows: 4 Girls and an Idol,"Comedy, Romance, Supernatural",NBCUniversal Entertainment Japan,1,2011-09-01,Ova,70.0,AniList,2011.0
2200,Pompo: The Cinéphile,"Comedy, Drama",CLAP,1,2021-06-01,Movie,81.0,AniList,2021.0
2221,Cat Soup,"Comedy, Horror, Psychological",J.C.STAFF,1,2001-02-01,Ova,71.0,AniList,2001.0
2226,Expelled From Paradise,"Action, Mecha, Sci-Fi",Toei Animation,1,2014-11-01,Movie,70.0,AniList,2014.0
2230,THE FIRST SLAM DUNK,Sports,Toei Animation,1,2022-12-01,Movie,87.0,AniList,2022.0
2241,Boku no Pico,"Hentai, Romance",Natural High,1,2006-09-01,Ova,33.0,AniList,2006.0
2243,Pokémon: Jirachi Wish Maker,"Action, Adventure, Comedy, Drama, Fantasy",TV Tokyo,1,2003-07-01,Movie,65.0,AniList,2003.0
2245,Haikyu!! The Movie: Talent and Sense,"Comedy, Drama, Sports",Production I.G,1,2017-09-01,Movie,79.0,AniList,2017.0
2250,Pokémon: Giratina and the Sky Warrior,"Action, Adventure, Fantasy",OLM,1,2008-07-01,Movie,66.0,AniList,2008.0
2253,"NEW GAME!: Watashi, Shainryokoutte Hajimete na no de...",Comedy,Doga Kobo,1,2017-05-01,Ova,72.0,AniList,2017.0
2254,Digimon Adventure tri. Chapter 1: Reunion,"Action, Adventure, Drama, Fantasy, Sci-Fi",Toei Animation,1,2015-11-01,Movie,71.0,AniList,2015.0
2258,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,"Comedy, Fantasy",Unknown,1,2017-09-01,Special,71.0,AniList,2017.0
2260,Dead Leaves,"Action, Adventure, Comedy, Psychological, Sci-Fi",Production I.G,1,2004-01-01,Movie,69.0,AniList,2004.0
2266,Free! -Take Your Marks-,"Comedy, Slice of Life, Sports",Kyoto Animation,4,2017-10-01,Movie,76.0,AniList,2017.0
2270,"Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note - A Grave Keeper, a Cat, and a Mage","Drama, Fantasy, Mystery, Supernatural",TROYCA,1,2018-12-01,Special,70.0,AniList,2018.0
2271,Pokémon: Arceus and the Jewel of Life,"Action, Adventure, Comedy, Fantasy",OLM,1,2009-07-01,Movie,68.0,AniList,2009.0
2279,Kuroko's Basketball: Tip Off,"Comedy, Sports",Production I.G,1,2013-02-01,Special,75.0,AniList,2013.0
2280,Deadman Wonderland: The Red Knife Wielder,"Action, Horror, Sci-Fi",Manglobe,1,2011-10-01,Ova,65.0,AniList,2011.0
2284,Dragon Ball Z: The World's Strongest,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-03-01,Movie,61.0,AniList,1990.0
2286,BLOOD-C: The Last Dark,"Action, Horror, Supernatural",Production I.G,1,2012-06-01,Movie,68.0,AniList,2012.0
2291,Code Geass: Akito the Exiled - The Brightness Falls,"Action, Mecha, Sci-Fi",Sunrise,1,2015-05-01,Movie,69.0,AniList,2015.0
2298,Grisaia: Phantom Trigger THE ANIMATION,Action,Bibury Animation Studios,2,2019-03-01,Movie,67.0,AniList,2019.0
2306,One Piece: Clockwork Island Adventure,"Action, Adventure, Comedy, Fantasy",Toei Animation,1,2001-03-01,Movie,67.0,AniList,2001.0
2311,FAIRY TAIL × RAVE,"Action, Adventure, Comedy, Fantasy",A-1 Pictures,1,2013-08-01,Ova,67.0,AniList,2013.0
2312,Code Geass: Lelouch of the Rebellion II - Transgression,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2018-02-01,Movie,73.0,AniList,2018.0
2316,Persona 3 the Movie: #2 Midsummer Knight's Dream,"Action, Adventure, Drama, Psychological, Sci-Fi, Supernatural",Aniplex,1,2014-06-01,Movie,74.0,AniList,2014.0
2343,"Sound! Euphonium: Ready, Set, Monaka","Drama, Music, Slice of Life",Kyoto Animation,1,2015-12-01,Ova,74.0,AniList,2015.0
2349,The Seven Deadly Sins: Revival of the Commandments OVA,"Action, Adventure, Fantasy",A-1 Pictures,1,2018-11-01,Ova,68.0,AniList,2018.0
2350,Nekopara OVA,"Comedy, Romance, Slice of Life",Felix Film,1,2017-12-01,Ova,65.0,AniList,2017.0
2354,Free! the Final Stroke: The First Volume,"Drama, Slice of Life, Sports",Kyoto Animation,1,2021-09-01,Movie,76.0,AniList,2021.0
2355,Wagnaria!!3: Lord of the Takanashi,"Comedy, Slice of Life",A-1 Pictures,1,2015-12-01,Special,80.0,AniList,2015.0
2356,Over the Sky,Fantasy,Digital Network Animation,1,2020-11-01,Movie,57.0,AniList,2020.0
2358,Haikyu!! the Movie: The End and the Beginning,"Comedy, Drama, Sports",Production I.G,1,2015-07-01,Movie,78.0,AniList,2015.0
2361,Cardcaptor Sakura the Movie 2: The Sealed Card,"Drama, Fantasy, Mahou Shoujo, Romance",MADHOUSE,1,2000-07-01,Movie,80.0,AniList,2000.0
2364,Digimon Adventure (Movie),"Fantasy, Sci-Fi",Toei Animation,1,1999-03-01,Movie,74.0,AniList,1999.0
2366,"Why the hell are you here, Teacher!?: Thirteenth Period","Comedy, Ecchi, Romance",Tear-Studio,1,2019-12-01,Special,66.0,AniList,2019.0
2376,Hanasaku Iroha the Movie ~ HOME SWEET HOME ~,"Comedy, Drama, Slice of Life",Lantis,1,2013-03-01,Movie,77.0,AniList,2013.0
2383,My First Girlfriend is a Gal OVA,"Comedy, Ecchi, Romance",NAZ,1,2017-12-01,Ova,62.0,AniList,2017.0
2389,One Piece The Movie: The Dead End Adventure,"Action, Adventure, Comedy, Fantasy",Toei Animation,1,2003-03-01,Movie,72.0,AniList,2003.0
2394,Psychic School Wars,"Romance, Sci-Fi",Sunrise,1,2012-10-01,Movie,65.0,AniList,2012.0
2397,NiNoKuni,"Action, Adventure, Fantasy, Romance",OLM,1,2019-08-01,Movie,63.0,AniList,2019.0
2398,The Testament of Sister New Devil BURST: Tojo Basara’s Perfectly Peaceful Daily Life,"Action, Ecchi, Fantasy, Romance",Production IMS,1,2016-01-01,Ova,64.0,AniList,2016.0
2415,Attack on Titan: The Roar of Awakening,"Action, Drama, Fantasy, Mystery",WIT STUDIO,1,2018-01-01,Movie,77.0,AniList,2018.0
2418,My Happy Marriage: The Shape of My Happiness,"Drama, Romance, Supernatural",Kinema Citrus,1,2024-03-01,Ova,76.0,AniList,2024.0
2421,Haikyuu!! the Movie: The Winner and the Loser,"Comedy, Drama, Sports",Production I.G,1,2015-09-01,Movie,78.0,AniList,2015.0
2423,BOCCHI THE ROCK! Recap Part 1,"Comedy, Music, Slice of Life",CloverWorks,1,2024-06-01,Movie,83.0,AniList,2024.0
2424,Overlord: The Undead King,"Action, Adventure, Fantasy",MADHOUSE,1,2017-02-01,Movie,74.0,AniList,2017.0
2425,Code Geass: Akito the Exiled - Memories of Hatred,"Action, Mecha, Sci-Fi",Sunrise,1,2015-07-01,Movie,69.0,AniList,2015.0
2427,La Maison en Petits Cubes,Drama,Oh! Production,1,2008-06-01,Movie,76.0,AniList,2008.0
2428,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi",Production I.G,1,2012-07-01,Special,64.0,AniList,2012.0
2431,"Problem Children Are Coming From Another World, Aren't They? OVA","Comedy, Ecchi, Fantasy, Supernatural",diomedéa,1,2013-07-01,Ova,69.0,AniList,2013.0
2439,Cross Road,Slice of Life,The Answer Studio,1,2014-02-01,Special,69.0,AniList,2014.0
2451,Pokémon Ranger and the Temple of the Sea,"Action, Adventure, Fantasy",OLM,1,2006-07-01,Movie,65.0,AniList,2006.0
2452,Aki-Sora,"Ecchi, Romance",Frontier Works,1,2009-12-01,Ova,53.0,AniList,2009.0
2453,YuruYuri Nachuyachumi!,"Comedy, Slice of Life",TYO Animations,1,2015-02-01,Ova,77.0,AniList,2015.0
2454,"Black Butler: His Butler, Performer","Comedy, Fantasy, Supernatural",A-1 Pictures,1,2009-09-01,Special,71.0,AniList,2009.0
2455,One Piece 3D2Y: Overcome Ace’s Death! Luffy’s Vow to his Friends,"Action, Comedy, Fantasy",Toei Animation,1,2014-08-01,Special,76.0,AniList,2014.0
2456,The Colors Within,Music,Science SARU,1,2024-08-01,Movie,79.0,AniList,2024.0
2457,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Romance, Slice of Life",Brain's Base,1,2013-08-01,Ova,67.0,AniList,2013.0
2459,GANTZ:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Supernatural",Digital Frontier,1,2016-10-01,Movie,71.0,AniList,2016.0
2475,"Is This a Zombie? Of the Dead: Yes, This Suits Me Just Fine","Action, Comedy, Ecchi, Supernatural",Studio DEEN,1,2012-10-01,Ova,70.0,AniList,2012.0
2478,JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror",Bandai,1,2007-02-01,Movie,76.0,AniList,2007.0
2483,Persona 3 the Movie: #3 Falling Down,"Action, Adventure, Drama, Psychological, Sci-Fi, Supernatural",A-1 Pictures,1,2015-04-01,Movie,74.0,AniList,2015.0
2488,Dorohedoro: Ma no Omake,"Comedy, Fantasy, Horror",MAPPA,1,2020-06-01,Ova,71.0,AniList,2020.0
2489,"Sankarea: I, Too, Am... A Zombie...","Comedy, Ecchi, Horror, Romance, Supernatural",Studio DEEN,1,2012-11-01,Special,70.0,AniList,2012.0
2492,The Empire of Corpses,"Action, Adventure, Psychological, Sci-Fi",WIT STUDIO,1,2015-10-01,Movie,65.0,AniList,2015.0
